year,model,N,IV_mean,Forecast_mean,Gap_mean,Gap_median,Corr
2014,GARCH,3853,0.24923796167488535,0.26497048641474497,0.015732524739859623,0.0139779946099004,0.6477964541912924
2014,GJR-GARCH,3853,0.24923796167488535,0.2580278875727777,0.008789925897892356,0.0116934874548557,0.6868398167481531
2015,EGARCH,3782,0.25302664212057113,0.26919137044153746,0.01616472832096635,0.01232651162720525,0.5537146606231524
2015,ESG-EGARCH,2881,0.2615282138146477,0.2664901511371882,0.004961937322540502,0.0091120177125068,0.679660064898106
2015,ESG-EGARCH(E),2881,0.2615282138146477,0.26663001525381963,0.005101801439171958,0.0095216556172657,0.6794133068569594
2015,ESG-EGARCH(G),2881,0.2615282138146477,0.2670721589623383,0.005543945147690627,0.0098022864082455,0.6806508825475241
2015,ESG-EGARCH(S),2881,0.2615282138146477,0.2666649997733027,0.00513678595865502,0.0094555093587547,0.6800561588980314
2015,ESG-GARCH,2901,0.2630974837986901,0.2691806951349806,0.006083211336290482,0.0103783782366682,0.7019306559370343
2015,ESG-GARCH(E),2901,0.2630974837986901,0.2693040279756546,0.006206544176964478,0.0107978649434489,0.7021137026664294
2015,ESG-GARCH(G),2901,0.2630974837986901,0.26975622725160514,0.006658743452915002,0.0110784681334621,0.7029848784227472
2015,ESG-GARCH(S),2901,0.2630974837986901,0.2692841754722072,0.006186691673517071,0.0108923041795166,0.7027539543166942
2015,ESG-GJR-GARCH,2901,0.2630974837986901,0.2706950611329514,0.007597577334261291,0.0111198084542555,0.7041138416412857
2015,ESG-GJR-GARCH(E),2901,0.2630974837986901,0.27052976985713767,0.0074322860584475755,0.0114282305587918,0.7033675848829921
2015,ESG-GJR-GARCH(G),2901,0.2630974837986901,0.2708847844332567,0.007787300634566567,0.011706931930882,0.7046389978612314
2015,ESG-GJR-GARCH(S),2901,0.2630974837986901,0.27052576338293227,0.007428279584242163,0.0113563433978159,0.7042255012570632
2015,GARCH,3802,0.2542687472382956,0.27249196537035975,0.018223218132064088,0.0153105443679197,0.5837823628157361
2015,GJR-GARCH,3802,0.2542687472382956,0.2733742649710696,0.019105517732773976,0.01591372741517265,0.605612011665746
2016,EGARCH,4137,0.26818053553299487,0.2871397320714757,0.01895919653848075,0.0133787325045303,0.579804797788392
2016,ESG-EGARCH,3193,0.27255402630754777,0.28351945987102684,0.01096543356347909,0.013624010513446,0.5501704011035214
2016,ESG-EGARCH(E),3193,0.27255402630754777,0.2828598993677658,0.010305873060217985,0.0131238680404612,0.5459792405127787
2016,ESG-EGARCH(G),3193,0.27255402630754777,0.28311481970032865,0.010560793392780857,0.01345940617474,0.54625518995871
2016,ESG-EGARCH(S),3193,0.27255402630754777,0.28300264388064994,0.010448617573102179,0.0137501775601127,0.5442019497694597
2016,ESG-GARCH,3193,0.27255402630754777,0.28944305065321,0.016889024345662283,0.0158119908554846,0.5612928852828464
2016,ESG-GARCH(E),3193,0.27255402630754777,0.2889234167206781,0.01636939041313037,0.015641765060477,0.5580041446497102
2016,ESG-GARCH(G),3193,0.27255402630754777,0.2891324168110222,0.016578390503474393,0.0159318851046445,0.558084362238042
2016,ESG-GARCH(S),3193,0.27255402630754777,0.2888660810058974,0.016312054698349617,0.0159872945329679,0.5551743000393127
2016,ESG-GJR-GARCH,3193,0.27255402630754777,0.29162950420729306,0.019075477899745258,0.0146580542802991,0.5469252959009354
2016,ESG-GJR-GARCH(E),3193,0.27255402630754777,0.290820944472863,0.018266918165315265,0.0142951746081851,0.5424392816276274
2016,ESG-GJR-GARCH(G),3193,0.27255402630754777,0.29099250384480935,0.0184384775372616,0.0144680919383943,0.54160311655448
2016,ESG-GJR-GARCH(S),3193,0.27255402630754777,0.29100692208614515,0.018452895778597402,0.014359857926437,0.5418087882912225
2016,GARCH,4137,0.26818053553299487,0.29594303736186456,0.02776250182886964,0.0146408579602161,0.5448888288067265
2016,GJR-GARCH,4137,0.26818053553299487,0.3006129574405878,0.03243242190759293,0.0131448236069461,0.5490542013719371
2017,EGARCH,69131,0.22390577124589547,0.22043914735415351,-0.0034666238917419358,-0.0008356974872691,0.7009389426756022
2017,ESG-EGARCH,68697,0.22406609557913737,0.22039083647149144,-0.003675259107645932,-0.0003353837916983,0.7241958745454045
2017,ESG-EGARCH(E),68697,0.22406609557913737,0.2204788902932458,-0.0035872052858915843,-0.0002567211774218,0.7238764689843231
2017,ESG-EGARCH(G),68697,0.22406609557913737,0.220358784626484,-0.0037073109526533517,-0.0002380650748751,0.718184804309271
2017,ESG-EGARCH(S),68697,0.22406609557913737,0.2203171919408275,-0.0037489036383098655,-0.0002952460059618,0.7230163020658746
2017,ESG-GARCH,68789,0.22412809239849393,0.2283300106765751,0.004201918278081169,0.0053137526833305,0.7087836734926743
2017,ESG-GARCH(E),68789,0.22412809239849393,0.2284569924393489,0.0043289000408549515,0.005388142335317,0.7081452987787276
2017,ESG-GARCH(G),68789,0.22412809239849393,0.22862281077634475,0.004494718377850801,0.0055196495786679,0.7046660964055851
2017,ESG-GARCH(S),68789,0.22412809239849393,0.22854722905506494,0.0044191366565710065,0.0054114546501621,0.709459484019263
2017,ESG-GJR-GARCH,68717,0.2241270456218985,0.226935306072733,0.0028082604508344942,0.0037032698949178,0.700006209324293
2017,ESG-GJR-GARCH(E),68717,0.2241270456218985,0.22704056815593507,0.002913522534036548,0.0038690106476207,0.6992346791443329
2017,ESG-GJR-GARCH(G),68717,0.2241270456218985,0.22718644524707737,0.0030593996251788757,0.0039702045201326,0.6957333357375236
2017,ESG-GJR-GARCH(S),68717,0.2241270456218985,0.22716219800831405,0.0030351523864155317,0.0038627250409256,0.7007459887030302
2017,GARCH,69223,0.2239675924475969,0.22925968334837155,0.005292090900774628,0.0049034869042186,0.6749381313221653
2017,GJR-GARCH,69151,0.2239663851281977,0.22832536425082608,0.004358979122628373,0.0029647786234505,0.6447941959847786
2018,EGARCH,72950,0.2600754917272104,0.25593546207413004,-0.004140029653080363,0.0013928512214288,0.6163374112186715
2018,ESG-EGARCH,72653,0.25997800274592925,0.25270169668872994,-0.007276306057199327,-0.0008269489402386,0.6115547003293733
2018,ESG-EGARCH(E),72653,0.25997800274592925,0.2526050616719365,-0.007372941073992749,-0.0009602296020638,0.6127370114445622
2018,ESG-EGARCH(G),72653,0.25997800274592925,0.25279485389712886,-0.007183148848800425,-0.000875423623293,0.6126052982341378
2018,ESG-EGARCH(S),72653,0.25997800274592925,0.25259401717489505,-0.0073839855710342425,-0.0010771409364359,0.6119870023842139
2018,ESG-GARCH,72663,0.26000539189821503,0.25485150998658773,-0.005153881911627302,-0.0008192538853441,0.5929556105735055
2018,ESG-GARCH(E),72663,0.26000539189821503,0.2547851562189283,-0.005220235679286768,-0.0009622659611278,0.593821274599415
2018,ESG-GARCH(G),72663,0.26000539189821503,0.2550061010146711,-0.004999290883543934,-0.00080224761173,0.5938441240555835
2018,ESG-GARCH(S),72663,0.26000539189821503,0.2548130381266676,-0.005192353771547385,-0.0009652409401046,0.5931419759449869
2018,ESG-GJR-GARCH,72639,0.25998066301160533,0.2580167631905407,-0.00196389982106462,0.002307262812655,0.5847161242844225
2018,ESG-GJR-GARCH(E),72639,0.25998066301160533,0.2579261624816468,-0.002054500529958542,0.0021662143606249,0.5855025960329936
2018,ESG-GJR-GARCH(G),72639,0.25998066301160533,0.25813748299122136,-0.0018431800203839528,0.0022403722087631,0.5856880243620481
2018,ESG-GJR-GARCH(S),72639,0.25998066301160533,0.25795677673260725,-0.002023886278998087,0.0020881809398456,0.5850581159667326
2018,GARCH,72978,0.2600959797610239,0.25929319419293884,-0.0008027855680850347,0.00065097719879785,0.5679393130423813
2018,GJR-GARCH,72954,0.26007138744962577,0.2623200839494297,0.0022486964998039024,0.0023016418740039,0.5703819887620122
2019,EGARCH,35736,0.2618580680126483,0.2746830656589317,0.012824997646283372,0.012738463576481649,0.635094462257187
2019,ESG-EGARCH,34394,0.26204240682967955,0.26718416082387636,0.005141753994196716,0.010013776146754451,0.6471562493728436
2019,ESG-EGARCH(E),34394,0.26204240682967955,0.2671954639871728,0.005153057157493246,0.00997497071245005,0.6467021528096808
2019,ESG-EGARCH(G),34394,0.26204240682967955,0.26717167478519627,0.005129267955516649,0.0099685518392613,0.6461057964638162
2019,ESG-EGARCH(S),34394,0.26204240682967955,0.26710826649692465,0.005065859667245036,0.009940403087823,0.6460768904569208
2019,ESG-GARCH,34406,0.2621380266232634,0.2681743229708559,0.006036296347592521,0.0095380710208021,0.6423599009895072
2019,ESG-GARCH(E),34406,0.2621380266232634,0.26813155238106756,0.005993525757804145,0.00959872764453565,0.642233528778937
2019,ESG-GARCH(G),34406,0.2621380266232634,0.2681566243844758,0.006018597761212435,0.0097203802968347,0.6415075259274893
2019,ESG-GARCH(S),34406,0.2621380266232634,0.26811559619146824,0.005977569568204857,0.00957509425162525,0.6414662918805252
2019,ESG-GJR-GARCH,34396,0.26211267381381553,0.2672140053048276,0.0051013314910120025,0.00856445303235455,0.6374274330701593
2019,ESG-GJR-GARCH(E),34396,0.26211267381381553,0.2672147217430939,0.005102047929278296,0.008681209799513551,0.6370358798156724
2019,ESG-GJR-GARCH(G),34396,0.26211267381381553,0.26721473638419124,0.005102062570375695,0.008740861945614749,0.637095276233886
2019,ESG-GJR-GARCH(S),34396,0.26211267381381553,0.26718236680654717,0.005069692992731602,0.0087173525235165,0.6366925896365384
2019,GARCH,35748,0.26195016006489874,0.2785598657010173,0.01660970563611858,0.012662755817753401,0.6297153639583527
2019,GJR-GARCH,35738,0.26192570671274273,0.2800466790157819,0.018120972303039128,0.0122958626171181,0.6147302150303651
