ticker,rows,first_date,last_date,universe_source,status,RIC,DocumentTitle,mapping_status
SPG,963590,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,SPG,"Simon Property Group Inc, Ordinary Share, NYSE Consolidated",MAPPED
SPGI,961809,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,SPGI.K,"S&P Global Inc., Ordinary Share, NYSE Consolidated",MAPPED
SPX,17369353,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,SPOc1,"CME 3 Month Eurodollar Synthetic Interest Rate Calender Spread Future Continuation 1, Interest Rate Future, USD, CME:International Monetary Market",MAPPED
SRCL,483474,19990309,20190628,raw_options,PENDING_LSEG_RECONCILIATION,SRCL.B^J07,"Stericycle Ord Shs, Ordinary Share, Delisted, Boston SE when trading NASDAQ Global Select Market",MAPPED
SRE,438633,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,SRE,"Sempra, Ordinary Share, NYSE Consolidated",MAPPED
STI,850616,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,STI.O,"Solidion Technology, Inc, Ordinary Share, NASDAQ Capital Market Consolidated",MAPPED
STT,1021671,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,STT,"State Street Corporation, Ordinary Share, NYSE Consolidated",MAPPED
STX,1570064,20030121,20190628,raw_options,PENDING_LSEG_RECONCILIATION,STX.O,"Seagate Technology Holdings PLC, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
STZ,914553,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,STZ,"Constellation Brands, Inc., Ordinary Share, Class A, NYSE Consolidated",MAPPED
SWK,956259,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,SWK,"Stanley Black & Decker Inc, Ordinary Share, NYSE Consolidated",MAPPED
SWKS,1675195,19961009,20190628,raw_options,PENDING_LSEG_RECONCILIATION,SWKS.O,"Skyworks Solutions, Inc., Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
SYF,696624,20140812,20190628,raw_options,PENDING_LSEG_RECONCILIATION,SYF,"Synchrony Financial, Ordinary Share, NYSE Consolidated",MAPPED
SYK,787591,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,SYK,"Stryker Corporation, Ordinary Share, NYSE Consolidated",MAPPED
SYMC,1171481,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,SYMC.B^J07,"Gen Digital Ord Shs, Ordinary Share, Delisted, Boston SE when trading NASDAQ Global Select Market",MAPPED
SYY,893773,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,SYY,"Sysco Corporation, Ordinary Share, NYSE Consolidated",MAPPED
T,2199291,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,T,"AT&T Inc., Ordinary Share, NYSE Consolidated",MAPPED
TAP,1128876,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,TAP,"Molson Coors Beverage Company, Ordinary Share, Class B, NYSE Consolidated",MAPPED
TDG,627345,20070503,20190628,raw_options,PENDING_LSEG_RECONCILIATION,TDG,"TransDigm Group Incorporated, Ordinary Share, NYSE Consolidated",MAPPED
TEL,249999,20070702,20190628,raw_options,PENDING_LSEG_RECONCILIATION,TEL,"TE Connectivity PLC, Ordinary Share, NYSE Consolidated",MAPPED
TGT,1649618,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,TGT,"Target Corp, Ordinary Share, NYSE Consolidated",MAPPED
TIF,1543596,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,TIF.PH^B09,"Tiffany Ord Shs, Ordinary Share, Delisted, NASDAQ OMX PSX",MAPPED
TJX,707828,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,TJX,"The TJX Companies, Inc., Ordinary Share, NYSE Consolidated",MAPPED
TMO,663874,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,TMO,"Thermo Fisher Scientific Inc, Ordinary Share, NYSE Consolidated",MAPPED
TPR,1512906,20001030,20190628,raw_options,PENDING_LSEG_RECONCILIATION,TPR,"Tapestry, Inc., Ordinary Share, NYSE Consolidated",MAPPED
TRIP,1282248,20111222,20190628,raw_options,PENDING_LSEG_RECONCILIATION,TRIP.O,"TripAdvisor, Inc., Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
TROW,623777,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,TROW.O,"T. Rowe Price Group, Inc., Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
TRV,712753,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,TRV,"The Travelers Companies, Inc., Ordinary Share, NYSE Consolidated",MAPPED
TSCO,731384,20020823,20190628,raw_options,PENDING_LSEG_RECONCILIATION,TSCO.O,"Tractor Supply Company, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
TSN,1142923,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,TSN,"Tyson Foods Inc, Ordinary Share, Class A, NYSE Consolidated",MAPPED
TSS,315993,19960718,20190628,raw_options,PENDING_LSEG_RECONCILIATION,TSS.W^E14,"Total System Services Ord Shs, Ordinary Share, Delisted, Chicago Board Options Exchange",MAPPED
TWX,1994963,19960104,20180614,raw_options,PENDING_LSEG_RECONCILIATION,TWX.N^F18,"Time Warner Ord Shs, Ordinary Share, Delisted, New York Stock Exchange",MAPPED
TXN,1742777,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,TXN.O,"Texas Instruments Inc, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
TXT,837331,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,TXT,"Textron Inc, Ordinary Share, NYSE Consolidated",MAPPED
UAA,1331237,20051130,20190628,raw_options,PENDING_LSEG_RECONCILIATION,UAA,"Under Armour Inc, Ordinary Share, Class A, NYSE Consolidated",MAPPED
UAL,1465174,20060210,20190628,raw_options,PENDING_LSEG_RECONCILIATION,UAL.O,"United Airlines Holdings, Inc., Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
UDR,220648,19980608,20190628,raw_options,PENDING_LSEG_RECONCILIATION,UDR,"UDR, Inc., Ordinary Share, NYSE Consolidated",MAPPED
UHS,460959,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,UHS,"Universal Health Services Inc, Ordinary Share, Class B, NYSE Consolidated",MAPPED
ULTA,1220392,20071109,20190628,raw_options,PENDING_LSEG_RECONCILIATION,ULTA.O,"Ulta Beauty Inc, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
UNH,1881026,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,UNH,"UnitedHealth Group Inc, Ordinary Share, NYSE Consolidated",MAPPED
UNM,554560,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,UNM,"Unum Group, Ordinary Share, NYSE Consolidated",MAPPED
UNP,1907674,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,UNP,"Union Pacific Corporation, Ordinary Share, NYSE Consolidated",MAPPED
UPS,1517449,20000217,20190628,raw_options,PENDING_LSEG_RECONCILIATION,UPS,"United Parcel Service Inc, Ordinary Share, Class B, NYSE Consolidated",MAPPED
URI,1714188,19980730,20190628,raw_options,PENDING_LSEG_RECONCILIATION,URI,"United Rentals, Inc., Ordinary Share, NYSE Consolidated",MAPPED
USB,1644280,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,USB,"U.S. Bancorp, Ordinary Share, NYSE Consolidated",MAPPED
UTX,1851883,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,UTX.PH^B09,"RTX Ord Shs, Ordinary Share, Delisted, NASDAQ OMX PSX",MAPPED
V,1855809,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,V,"Visa Inc., Ordinary Share, Class A, NYSE Consolidated",MAPPED
VAR,501680,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,VAR.B^J07,"Varian Medical Systems Ord Shs, Ordinary Share, Delisted, Boston Stock Exchange Inc",MAPPED
VFC,876256,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,VFC,"VF Corp, Ordinary Share, NYSE Consolidated",MAPPED
VIAB,1103862,20060103,20190628,raw_options,PENDING_LSEG_RECONCILIATION,VIAB.W^E14,"Viacom Ord Shs Class B, Ordinary Share, Delisted, CBOE when trading NASDAQ Global Select Market",MAPPED
VLO,1886819,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,VLO,"Valero Energy Corp, Ordinary Share, NYSE Consolidated",MAPPED
VMC,898054,19980715,20190628,raw_options,PENDING_LSEG_RECONCILIATION,VMC,"Vulcan Materials Co, Ordinary Share, NYSE Consolidated",MAPPED
VNO,556508,19971217,20190628,raw_options,PENDING_LSEG_RECONCILIATION,VNO,"Vornado Realty Trust, Ordinary Share, NYSE Consolidated",MAPPED
VRSK,236832,20091015,20190628,raw_options,PENDING_LSEG_RECONCILIATION,VRSK.O,"Verisk Analytics, Inc., Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
VRSN,1066575,19980805,20190628,raw_options,PENDING_LSEG_RECONCILIATION,VRSN.O,"VeriSign, Inc., Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
VRTX,2005413,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,VRTX.O,"Vertex Pharmaceuticals Incorporated, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
VTR,333164,19971124,20190628,raw_options,PENDING_LSEG_RECONCILIATION,VTR,"Ventas, Inc., Ordinary Share, NYSE Consolidated",MAPPED
VZ,1891703,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,VZ,"Verizon Communications Inc, Ordinary Share, NYSE Consolidated",MAPPED
WAT,610676,19960223,20190628,raw_options,PENDING_LSEG_RECONCILIATION,WAT,"Waters Corp, Ordinary Share, NYSE Consolidated",MAPPED
WBA,1706046,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,WBA.AX^B20,"Webster Ord Shs, Ordinary Share, Delisted, Australian Stock Exchange Ltd",MAPPED
WDC,1719454,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,WDC.O,"Western Digital Corp, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
WEC,271522,19970602,20190628,raw_options,PENDING_LSEG_RECONCILIATION,WEC,"WEC Energy Group, Inc., Ordinary Share, NYSE Consolidated",MAPPED
WELL,506920,19980715,20190628,raw_options,PENDING_LSEG_RECONCILIATION,WELL.K,"Welltower Inc., Ordinary Share, NYSE Consolidated",MAPPED
WFC,1760019,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,WFC,"Wells Fargo & Co, Ordinary Share, NYSE Consolidated",MAPPED
WHR,1544392,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,WHR,"Whirlpool Corporation, Ordinary Share, NYSE Consolidated",MAPPED
WLTW,301343,20011004,20190628,raw_options,PENDING_LSEG_RECONCILIATION,WTW.O,"Willis Towers Watson Public Limited Company, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED_LEGACY_TICKER
WM,830350,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,WM,"Waste Management Inc, Ordinary Share, NYSE Consolidated",MAPPED
WMB,1718380,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,WMB,"The Williams Companies, Inc., Ordinary Share, NYSE Consolidated",MAPPED
WMT,1856590,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,WMT.O,"Walmart Inc, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
WRK,139035,20150707,20190628,raw_options,PENDING_LSEG_RECONCILIATION,01WRKH3^1,"CME Dallas-FortWorth Airport May Rainfall Strip Electronic Future Mar 2013, Commodity Future, CME:Index and Options Market",MAPPED
WU,517481,20061002,20190628,raw_options,PENDING_LSEG_RECONCILIATION,WU,"The Western Union Company, Ordinary Share, NYSE Consolidated",MAPPED
WY,1329767,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,WY,"Weyerhaeuser Company, Ordinary Share, NYSE Consolidated",MAPPED
WYND,609688,20060801,20190628,raw_options,PENDING_LSEG_RECONCILIATION,WYNDZ3^1,"South African Futures Exchange Wyndham Worldwide Corporation Equity Dividend Future Dec 2013, Equity Future, 0 ZAR 13-Dec-2013, South African Futures Exchange",MAPPED
WYNN,2312106,20030203,20190628,raw_options,PENDING_LSEG_RECONCILIATION,WYNN.O,"Wynn Resorts, Limited, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
XEC,607324,20021002,20190628,raw_options,PENDING_LSEG_RECONCILIATION,XEC.W^E14,"Cimarex Energy Ord Shs, Ordinary Share, Delisted, Chicago Board Options Exchange",MAPPED
XEL,319876,19970527,20190628,raw_options,PENDING_LSEG_RECONCILIATION,XEL.O,"Xcel Energy Inc, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
XL,686453,19970609,20180911,raw_options,PENDING_LSEG_RECONCILIATION,0#XLW+,"NYMEX Crude Oil Thursday Weekly Electronic Energy Option Chain Contracts, Commodity Cash Option, New York Mercantile Exchange (NYMEX)",MAPPED
XLNX,1540512,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,XLNX.B^J07,"Xilinx Ord Shs, Ordinary Share, Delisted, Boston SE when trading NASDAQ Global Select Market",MAPPED
XOM,1929840,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,XOM,"Exxonmobil Holdings Corp, Ordinary Share, NYSE Consolidated",MAPPED
XRAY,366028,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,XRAY.O,"DENTSPLY SIRONA Inc., Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
XRX,802853,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,XRX.O,"Xerox Holdings Corp, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
XYL,158272,20111101,20190628,raw_options,PENDING_LSEG_RECONCILIATION,XYL,"Xylem Inc, Ordinary Share, NYSE Consolidated",MAPPED
YUM,1512429,19971007,20190628,raw_options,PENDING_LSEG_RECONCILIATION,YUM,"Yum! Brands, Inc., Ordinary Share, NYSE Consolidated",MAPPED
ZBH,587772,20010807,20190628,raw_options,PENDING_LSEG_RECONCILIATION,ZBH,"Zimmer Biomet Holdings, Inc., Ordinary Share, NYSE Consolidated",MAPPED
ZION,810205,19970603,20190628,raw_options,PENDING_LSEG_RECONCILIATION,ZION.O,"Zions Bancorporation, National Association, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
ZTS,1059261,20130219,20190628,raw_options,PENDING_LSEG_RECONCILIATION,ZTS,"Zoetis Inc, Ordinary Share, Class A, NYSE Consolidated",MAPPED
