ticker,rows,first_date,last_date,RIC,price_first,price_last,esg_first_date,esg_last_date,esg_obs,E_nonnull,S_nonnull,G_nonnull,first_year_with_lagged_esg,option_first,option_last,backtest_start,backtest_end,eligibility
SRE,438633,19960104,20190628,SRE,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
STT,1021671,19960104,20190628,STT,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,10,10,10,2011.0,1996-01-04,2019-06-28,2011-01-01,2019-06-28,ELIGIBLE_345
STX,1570064,20030121,20190628,STX.O,2009-01-02,2019-06-28,2009-07-03,2018-06-29,10,10,10,10,2010.0,2003-01-21,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
STZ,914553,19960104,20190628,STZ,2009-01-02,2019-06-28,2009-02-28,2018-02-28,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
SWK,956259,19960104,20190628,SWK,2009-01-02,2019-06-28,2009-01-03,2018-12-29,11,11,11,11,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
SWKS,1675195,19961009,20190628,SWKS.O,2009-01-02,2019-06-28,2009-12-31,2018-09-28,10,9,9,9,2010.0,1996-10-09,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
SYF,696624,20140812,20190628,SYF,2014-07-31,2019-06-28,2013-12-31,2018-12-31,6,5,5,5,2014.0,2014-08-12,2019-06-28,2014-08-12,2019-06-28,ELIGIBLE_345
SYK,787591,19960104,20190628,SYK,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
SYY,893773,19960104,20190628,SYY,2009-01-02,2019-06-28,2008-06-28,2017-07-01,10,10,10,10,2009.0,1996-01-04,2019-06-28,2009-01-02,2019-06-28,ELIGIBLE_345
T,2199291,19960104,20190628,T,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,10,10,10,2011.0,1996-01-04,2019-06-28,2011-01-01,2019-06-28,ELIGIBLE_345
TAP,1128876,19960104,20190628,TAP,2009-01-02,2019-06-28,2009-12-26,2018-12-31,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
TDG,627345,20070503,20190628,TDG,2009-01-02,2019-06-28,2010-09-30,2019-09-30,10,10,10,10,2011.0,2007-05-03,2019-06-28,2011-01-01,2019-06-28,ELIGIBLE_345
TEL,249999,20070702,20190628,TEL,2009-01-02,2019-06-28,2009-09-25,2018-09-28,10,10,10,10,2010.0,2007-07-02,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
TGT,1649618,19960104,20190628,TGT,2009-01-02,2019-06-28,2009-01-31,2018-02-03,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
TJX,707828,19960104,20190628,TJX,2009-01-02,2019-06-28,2009-01-31,2018-02-03,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
TMO,663874,19960104,20190628,TMO,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
TPR,1512906,20001030,20190628,TPR,2009-01-02,2019-06-28,2010-07-03,2019-06-29,10,10,10,10,2011.0,2000-10-30,2019-06-28,2011-01-01,2019-06-28,ELIGIBLE_345
TRIP,1282248,20111222,20190628,TRIP.O,2011-12-07,2019-06-28,2011-12-31,2019-12-31,9,9,9,9,2012.0,2011-12-22,2019-06-28,2012-01-01,2019-06-28,ELIGIBLE_345
TROW,623777,19960104,20190628,TROW.O,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
TRV,712753,19960104,20190628,TRV,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
TSCO,731384,20020823,20190628,TSCO.O,2009-01-02,2019-06-28,2009-12-26,2018-12-29,10,10,10,10,2010.0,2002-08-23,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
TSN,1142923,19960104,20190628,TSN,2009-01-02,2019-06-28,2010-10-02,2019-09-28,10,10,10,10,2011.0,1996-01-04,2019-06-28,2011-01-01,2019-06-28,ELIGIBLE_345
TSS,315993,19960718,20190628,TSS.W^E14,2009-05-04,2014-04-25,2009-12-31,2017-12-31,9,9,9,9,2010.0,1996-07-18,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
TWX,1994963,19960104,20180614,TWX.N^F18,2009-01-02,2018-06-14,2008-12-31,2014-12-31,7,7,7,7,2009.0,1996-01-04,2018-06-14,2009-01-02,2019-06-28,ELIGIBLE_345
TXN,1742777,19960104,20190628,TXN.O,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
TXT,837331,19960104,20190628,TXT,2009-01-02,2019-06-28,2009-01-03,2017-12-30,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
UAA,1331237,20051130,20190628,UAA,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,9,9,9,2010.0,2005-11-30,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
UAL,1465174,20060210,20190628,UAL.O,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,2006-02-10,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
UDR,220648,19980608,20190628,UDR,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1998-06-08,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
UHS,460959,19960104,20190628,UHS,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
ULTA,1220392,20071109,20190628,ULTA.O,2009-01-02,2019-06-28,2010-01-30,2019-02-02,10,10,10,10,2011.0,2007-11-09,2019-06-28,2011-01-01,2019-06-28,ELIGIBLE_345
UNH,1881026,19960104,20190628,UNH,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
UNM,554560,19960104,20190628,UNM,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
UNP,1907674,19960104,20190628,UNP,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
UPS,1517449,20000217,20190628,UPS,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,10,10,10,2011.0,2000-02-17,2019-06-28,2011-01-01,2019-06-28,ELIGIBLE_345
URI,1714188,19980730,20190628,URI,2009-01-02,2019-06-28,2013-12-31,2018-12-31,6,5,5,5,2014.0,1998-07-30,2019-06-28,2014-01-01,2019-06-28,ELIGIBLE_345
USB,1644280,19960104,20190628,USB,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
V,1855809,19960104,20190628,V,2009-01-02,2019-06-28,2009-09-30,2018-09-30,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
VFC,876256,19960104,20190628,VFC,2009-01-02,2019-06-28,2009-01-03,2018-03-31,11,11,11,11,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
VIAB,1103862,20060103,20190628,VIAB.W^E14,2010-02-25,2014-04-09,2010-09-30,2019-09-30,10,10,10,10,2011.0,2006-01-03,2019-06-28,2011-01-01,2019-06-28,ELIGIBLE_345
VLO,1886819,19960104,20190628,VLO,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
VMC,898054,19980715,20190628,VMC,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1998-07-15,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
VNO,556508,19971217,20190628,VNO,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1997-12-17,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
VRSK,236832,20091015,20190628,VRSK.O,2009-10-07,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,2009-10-15,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
VRSN,1066575,19980805,20190628,VRSN.O,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,10,10,10,2011.0,1998-08-05,2019-06-28,2011-01-01,2019-06-28,ELIGIBLE_345
VRTX,2005413,19960104,20190628,VRTX.O,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,10,10,10,2011.0,1996-01-04,2019-06-28,2011-01-01,2019-06-28,ELIGIBLE_345
VTR,333164,19971124,20190628,VTR,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1997-11-24,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
VZ,1891703,19960104,20190628,VZ,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
WAT,610676,19960223,20190628,WAT,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1996-02-23,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
WBA,1706046,19960104,20190628,WBA.AX^B20,2009-01-02,2019-06-28,2014-12-31,2017-09-30,4,3,3,3,2015.0,1996-01-04,2019-06-28,2015-01-01,2019-06-28,ELIGIBLE_345
WDC,1719454,19960104,20190628,WDC.O,2009-01-02,2019-06-28,2009-07-03,2018-06-29,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
WEC,271522,19970602,20190628,WEC,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1997-06-02,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
WELL,506920,19980715,20190628,WELL.K,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1998-07-15,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
WFC,1760019,19960104,20190628,WFC,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
WHR,1544392,19960104,20190628,WHR,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
WLTW,301343,20011004,20190628,WTW.O,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,2001-10-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
WM,830350,19960104,20190628,WM,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
WMB,1718380,19960104,20190628,WMB,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
WMT,1856590,19960104,20190628,WMT.O,2009-01-02,2019-06-28,2009-01-31,2018-01-31,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
WU,517481,20061002,20190628,WU,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,10,10,10,2011.0,2006-10-02,2019-06-28,2011-01-01,2019-06-28,ELIGIBLE_345
WY,1329767,19960104,20190628,WY,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
WYNN,2312106,20030203,20190628,WYNN.O,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,2003-02-03,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
XEC,607324,20021002,20190628,XEC.W^E14,2009-01-02,2014-04-25,2009-12-31,2018-12-31,10,10,10,10,2010.0,2002-10-02,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
XEL,319876,19970527,20190628,XEL.O,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1997-05-27,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
XOM,1929840,19960104,20190628,XOM,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,10,10,10,2011.0,1996-01-04,2019-06-28,2011-01-01,2019-06-28,ELIGIBLE_345
XRAY,366028,19960104,20190628,XRAY.O,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
XRX,802853,19960104,20190628,XRX.O,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1996-01-04,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
XYL,158272,20111101,20190628,XYL,2011-10-13,2019-06-28,2011-12-31,2019-12-31,9,9,9,9,2012.0,2011-11-01,2019-06-28,2012-01-01,2019-06-28,ELIGIBLE_345
YUM,1512429,19971007,20190628,YUM,2009-01-02,2019-06-28,2010-12-25,2019-12-31,10,10,10,10,2011.0,1997-10-07,2019-06-28,2011-01-01,2019-06-28,ELIGIBLE_345
ZBH,587772,20010807,20190628,ZBH,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,10,10,10,2011.0,2001-08-07,2019-06-28,2011-01-01,2019-06-28,ELIGIBLE_345
ZION,810205,19970603,20190628,ZION.O,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,10,10,10,2010.0,1997-06-03,2019-06-28,2010-01-01,2019-06-28,ELIGIBLE_345
ZTS,1059261,20130219,20190628,ZTS,2013-02-01,2019-06-28,2013-12-31,2019-12-31,7,7,7,7,2014.0,2013-02-19,2019-06-28,2014-01-01,2019-06-28,ELIGIBLE_345
